License Number,Facility Name,DBA,Facility Type,Street,City,ZIP Code,Date Updated
402R-00581,1-11 LLC,one:eleven,Retail Marijuana Store,17034 Highway 17,Moffat,81143,2025-05-01
402R-01100,1022 S ROYER LLC,Hightops ,Retail Marijuana Store,1022 South Royer Street,Colorado Springs,80903,2025-05-01
402R-00739,10232 LLC,Provisions,Retail Marijuana Store,10232 Interstate 25,Walsenburg,81089,2025-05-01
402R-00587,11761013 COLORADO HOLDINGS LLC ,ACA COLORADO,Retail Marijuana Store,1911 South Broadway,Denver,80210,2025-05-01
402R-01041,1310 FACTORY CIRCLE LLC,Nature's Herbs & Wellness Center of Fort Lupton,Retail Marijuana Store,1310 Factory Circle Unit A,Fort Lupton,80621,2025-05-01
402R-01099,2306 N POWERS LLC,Hightops,Retail Marijuana Store,2306 North Powers Frontage Road Suite 100,Colorado Springs,80915,2025-05-01
402R-00698,417 COMMERCIAL LLC,THE BUZZ,Retail Marijuana Store,417 North Commercial Street,Trinidad,81082,2025-05-01
402R-00438,505 CENTER LLC,Pure Marijuana Dispensary,Retail Marijuana Store,505 West 40th Avenue ,Denver,80216,2025-05-01
402R-01024,5403 QUEBEC ST LLC,None,Retail Marijuana Store,5403 Quebec Street,Commerce City,80022,2025-05-01
402R-00861,543 BRYANT STREET LLC,Snaxland,Retail Marijuana Store,543 Bryant Street,Denver,80204,2025-05-01
402R-00860,8058 LLC,Mighty Tree,Retail Marijuana Store,4755 North Lipan Street,Denver,80211,2025-05-01
402R-00417,920104 LLC,Callies,Retail Marijuana Store,920 West 104th Avenue,Northglenn,80234,2025-05-01
402R-00935,A & M LLC,Border Buds,Retail Marijuana Store,1929 Highway 550,Durango,81303,2025-05-01
402R-00734,A&A INVESTMENTS LLC,Eclipse Cannabis Company,Retail Marijuana Store,933 Alpine Avenue Suite 2,Boulder,80304,2025-05-01
402R-00237,ABUNDANT HEALTH DENVER LLC,Herban Underground,Retail Marijuana Store,"70 North Broadway, Suite 50",Denver,80203,2025-05-01
402R-00482,ACADEMY OF THE HEALING ARTS LLC,High Valley Antonito Retail Cannabis,Retail Marijuana Store,307 Main Street,Antonito,81120,2025-05-01
402R-00232,ACADEMY OF THE HEALING ARTS LLC,High Valley Retail Cannabis,Retail Marijuana Store,60250 County Road T,Moffat,81143,2025-05-01
402R-00502,ACES PLACE LLC,None,Retail Marijuana Store,"1101 Academy Court, Unit 4",Fort Collins,80524,2025-05-01
402R-01105,ADVANCED BTP LLC,Kind-Meds,Retail Marijuana Store,1001 South Royer Street,Colorado Springs,80903,2025-05-01
402R-01093,AF INC,None,Retail Marijuana Store,3049 Delta Drive,Colorado Springs,80112,2025-05-01
402R-01094,AF INC,None,Retail Marijuana Store,414 West Garden of the Gods Road,Colorado Springs,80918,2025-05-01
402R-00048,AF INC,Apothecary Farms,Retail Marijuana Store,2251 South Broadway,Denver,80210,2025-05-01
402R-00884,AF INC,Apothecary Farms,Retail Marijuana Store,468 South Federal Boulevard,Denver,80219,2025-05-01
402R-00382,AF INC,Apothecary Farms,Retail Marijuana Store,1917 Santa Fe Drive,Pueblo,81006,2025-05-01
402R-00196,AF INC,None,Retail Marijuana Store,922 East Hailey Lane Unit B,Pueblo West,81007,2025-05-01
402R-00877,AGRICULTURAL ADVANTAGES LLC,Lucky Monkey Buds II,Retail Marijuana Store,511 Ambassador Thompson Boulevard,Las Animas,81054,2025-05-01
402R-00476,AGRICULTURAL ADVANTAGES LLC,Lucky Monkey Buds,Retail Marijuana Store,137 West Cedar Street,Trinidad,81082,2025-05-01
402R-00606,AHAB LLC,Strawberry Fields,Retail Marijuana Store,116 Santa Fe Trail Drive,Trinidad,81082,2025-05-01
402R-00445,ALLGREENS LLC,None,Retail Marijuana Store,2291 South Kalamath Street,Denver,80223,2025-05-01
402R-00989,ALPINE ESSENTIALS LLC,Alpine Essentials,Retail Marijuana Store,850 A & B Commercial Lane,Palmer Lake,80133,2025-05-01
402R-00188,ALPINE RAVEN INC,Maikoh Holistics,Retail Marijuana Store,"2750 Glenwood Drive, Suite 8",Boulder,80304,2025-05-01
402R-00905,ALPINE WELLNESS LLC,Alpine Wellness,Retail Marijuana Store,1630 Grand Avenue,Norwood,81423,2025-05-01
402R-00091,ALPINE WELLNESS LLC,Alpine Wellness,Retail Marijuana Store,"300 West Colorado Avenue, Unit 2C, Suites B-H",Telluride,81435,2025-05-01
402R-00151,ALTERNATIVE HOLISTIC HEALING LLC,Rocky Mountain Organics,Retail Marijuana Store,"5312 Highway 119, Unit B",Black Hawk,80422,2025-05-01
402R-00450,ALTERNATIVE HOLISTIC HEALING LLC,Rocky Mountain Organics ,Retail Marijuana Store,161 Gregory Street,Central City,80427,2025-05-01
402R-00013,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,None,Retail Marijuana Store,1301 North Marion Street,Denver,80218,2025-05-01
402R-00027,ALTERNATIVE MEDICINE ON THE MALL LLC,Native Roots Speer,Retail Marijuana Store,500 North Grant Street,Denver,80203,2025-05-01
402R-00340,ALTHEA'S HOUSE INC,Maikoh Holistics - Denver,Retail Marijuana Store,260 North Broadway ,Denver,80203,2025-05-01
402R-00261,ANIMAS HERBAL WELLNESS CENTER INC,Prohibition Herb,Retail Marijuana Store,1185 Camino Del Rio,Durango,81301,2025-05-01
402R-00914,ASCEND II LLC,Ascend Cannabis Co,Retail Marijuana Store,204 East Main Street,Buena Vista,81211,2025-05-01
402R-00040,ASCEND II LLC,Ascend Cannabis Co,Retail Marijuana Store,3555 South Yosemite Street,Denver,80237,2025-05-01
402R-00897,ASCEND LITTLETON LLC,Ascend Cannabis Co.,Retail Marijuana Store,5231 South Santa Fe Drive,Littleton,80120,2025-05-01
402R-00752,ASPEN GREEN JOINT LLC,The Green Joint,Retail Marijuana Store,"720 East Durant Avenue, Unit E-3",Aspen,81611,2025-05-01
402R-00160,ASPEN P&P LLC,JARS Cannabis,Retail Marijuana Store,"710 East Durant Avenue, Unit E-1",Aspen,81611,2025-05-01
402R-00415,B WELL LLC,Boulder Built,Retail Marijuana Store,"5420 Arapahoe Avenue, Suite E",Boulder,80303,2025-05-01
402R-00976,BAXTER SPRINGS DISPENSARY LLC,None,Retail Marijuana Store,701 East Brontosaurus Boulevard,Dinosaur,81610,2025-05-01
402R-01061,BB1563 LLC,THE FIREPLACE,Retail Marijuana Store,1563 East Bridge Street Unit B,Brighton,80601,2025-05-01
402R-00358,BBM ENTERPRISES LLC,The Bud Depot,Retail Marijuana Store,"138 Main Street, Unit 6A",Lyons,80540,2025-05-01
402R-00217,BEDDOR CLAUDE LLC,Chronic Therapy,Retail Marijuana Store,10030 West 27th Avenue,Wheat Ridge,80215,2025-05-01
402R-00963,BEST INVEST LLC,Best High,Retail Marijuana Store,2005 Bryant Street,Denver,80211,2025-05-01
402R-00957,BEST INVEST LLC,Best High,Retail Marijuana Store,1518 North Quince Street,Denver,80220,2025-05-01
402R-00848,BETTER GREEN LLC,None,Retail Marijuana Store,514 Bent Avenue,Las Animas,81054,2025-05-01
402R-00166,BEYOND BROADWAY LLC,LivWell,Retail Marijuana Store,432 South Broadway,Denver,80209,2025-05-01
402R-00809,BGOOD VENTURES LLC,None,Retail Marijuana Store,"11 West Hampden Avenue, Suite 102",Englewood,80110,2025-05-01
402R-00588,BIG RIVER BEND LLC,The Trust Cannabis Company,Retail Marijuana Store,"1537 Pearl Street, Suite B",Boulder,80302,2025-05-01
402R-00601,BK HOLDINGS LLC,The Herbal Center,Retail Marijuana Store,1909 South Broadway,Denver,80210,2025-05-01
402R-00418,BK HOLDINGS LLC,The Herbal Center,Retail Marijuana Store,12005 East 37th Avenue,Denver,80239,2025-05-01
402R-00846,BLAZIN OG LLC,None,Retail Marijuana Store,4995 North Lima Street,Denver,80239,2025-05-01
402R-00199,BOULDER INVESTMENTS LLC,The Dispensary,Retail Marijuana Store,"5290 Arapahoe Avenue, Unit J",Boulder,80303,2025-05-01
402R-00173,BOULDER RX LLC,Native Roots Boulder,Retail Marijuana Store,1146 Pearl Street,Boulder,80302,2025-05-01
402R-00759,BOULDER SNAX INC,Snaxland,Retail Marijuana Store,"7464 Arapahoe Avenue, Unit A9",Boulder,80303,2025-05-01
402R-00074,BRECKENRIDGE INVESTMENTS LLC,The Dispensary,Retail Marijuana Store,"1805 Airport Road, Units B2 & B3",Breckenridge,80424,2025-05-01
402R-00365,BRECKENRIDGE INVESTMENTS LLC,The Dispensary,Retail Marijuana Store,"765 West Anemone Trail, Unit C",Dillon,80435,2025-05-01
402R-00181,BRECKENRIDGE ORGANIC THERAPY LLC,None,Retail Marijuana Store,"1900 Airport Road, Units A1 and A2",Breckenridge,80424,2025-05-01
402R-00871,BROW 1 LLC,Xclusive Cannabis,Retail Marijuana Store,7200 East Smith Road,Denver,80207,2025-05-01
402R-00311,BROW ACQUISITIONS AURORA LLC,Xclusive Cannabis,Retail Marijuana Store,15200 East 6th Avenue Unit 1 ,Aurora,80011,2025-05-01
402R-00687,BROW ACQUISITIONS FEDERAL HEIGHTS LLC,Xclusive Cannabis,Retail Marijuana Store,9462 North Federal Boulevard,Federal Heights,80260,2025-05-01
402R-00463,BUD HUT INC,None,Retail Marijuana Store,973 U.S. Highway 85-87  Suite 300,Walsenburg,81089,2025-05-01
402R-00694,BUDS LLC,None,Retail Marijuana Store,2034 I-70 Frontage Road,De Beque,81630,2025-05-01
402R-00528,BUDS LTD,Buds Dispensary-Parachute Premium & Rare Cannabis,Retail Marijuana Store,104 Cardinal Way,Parachute,81635,2025-05-01
402R-00967,BUENA SUERTE COMPANY LLC,BRMFLD CONFIDENTIAL,Retail Marijuana Store,"11640 Teller Street, Suite E",Broomfield,80020,2025-05-01
402R-00917,BUILDING BETTER DAYS LLC,REEFER MADNESS,Retail Marijuana Store,1995 South Broadway,Denver,80210,2025-05-01
402R-00104,BUILDING BETTER DAYS LLC,REEFER MADNESS,Retail Marijuana Store,4401 East 46th Avenue Suite B,Denver,80216,2025-05-01
402R-00842,C1B TRUE ORGANICS LLC,None,Retail Marijuana Store,601 US Highway 85/87,Walsenburg,81089,2025-05-01
402R-00039,C4 CO LLC,SoHi CC,Retail Marijuana Store,1406 West 38th Avenue,Denver,80211,2025-05-01
402R-01002,CAMCAP LLC,Grand Junction Greenery,Retail Marijuana Store,762 Horizon Drive,Grand Junction,81506,2025-05-01
402R-00784,CANASOL INC ,Rocky Mountain Cannasol,Retail Marijuana Store,614 Arizona Avenue,Trinidad,81082,2025-05-01
402R-00947,CANNA AND CO LTD,High Country Releaf,Retail Marijuana Store,102 Railroad Avenue,Dolores,81323,2025-05-01
402R-01051,CANNA CARE LLC,None,Retail Marijuana Store,"250 Fischer Avenue, Unit A, Unit B, and Unit C,",Grand Junction,81503,2025-05-01
402R-00334,CANNA CLUB LLC,Best Buds,Retail Marijuana Store,"11900 East 33rd Avenue, Suite 1",Aurora,80010,2025-05-01
402R-00385,CANNA CLUB LLC,None,Retail Marijuana Store,3814 Walnut Street,Denver,80205,2025-05-01
402R-00386,CANNA CLUB LLC,Best Buds,Retail Marijuana Store,4012 West 38th Avenue,Denver,80212,2025-05-01
402R-00230,CANNABIS CORP,The Joint by Cannabis,Retail Marijuana Store,4745 West 38th Avenue,Denver,80212,2025-05-01
402R-01022,CANNABIS DEPOT COMMERCE CITY LLC,None,Retail Marijuana Store,5555 Dahlia Street Unit 1000,Commerce City,80022,2025-05-01
402R-00664,CANNABIS DEPOT DENVER NF LLC,None,Retail Marijuana Store,155 North Federal Boulevard,Denver,80219,2025-05-01
402R-01054,CANNABIS DEPOT HWY 50 LLC,The Cannabis Depot,Retail Marijuana Store,609 East Enterprise Drive Suite #140,Pueblo West,81007,2025-05-01
402R-00361,CANNABIS FOR HEALTH LLC,Pig 'N' Whistle,Retail Marijuana Store,4801 West Colfax Avenue,Denver,80204,2025-05-01
402R-01064,CANNABLISS INC,None,Retail Marijuana Store,440 Lawrence Street,Central City,80427,2025-05-01
402R-00138,CARBONDALE GREEN JOINT LLC,The Green Joint,Retail Marijuana Store,"655 Buggy Circle, Suite D",Carbondale,81623,2025-05-01
402R-00974,CARRETERA OCHO CINCO LLC,Silver Stem Fine Cannabis,Retail Marijuana Store,7853 US Highway 85,Fort Lupton,80621,2025-05-01
402R-00389,CC TRINIDAD LLC,Trinidad Gardens,Retail Marijuana Store,422 North Commercial Street,Trinidad,81082,2025-05-01
402R-00245,CCC INC,The Happy Camper Cannabis Company,Retail Marijuana Store,80 Rosalie Road,Bailey,80421,2025-05-01
402R-00005,CCS of COLORADO LLC,Callie's,Retail Marijuana Store,777 Canosa Court,Denver,80204,2025-05-01
402R-00053,CCS of COLORADO LLC,Callie's,Retail Marijuana Store,3054 Larimer Street,Denver,80205,2025-05-01
402R-00087,CENTENNIAL DEVELOPMENT COMPANY LLC,The Healing Tree,Retail Marijuana Store,3995 East 50th Avenue,Denver,80216,2025-05-01
402R-00596,CG INDUSTRY LLC,Family Grown,Retail Marijuana Store,"4902 East Smith Road, Unit C",Denver,80216,2025-05-01
402R-00688,CGFR GROUP INC,Krystaleaves,Retail Marijuana Store,5301 Vasquez Boulevard Unit 101,Commerce City,80022,2025-05-01
402R-00954,CHAMBERS RS LLC,Social Cannabis Dispensary Chambers,Retail Marijuana Store,4405 Chambers Road Unit 101,Denver,80239,2025-05-01
402R-00033,CHOICE ORGANICS INC,Green Dragon,Retail Marijuana Store,"813 Smithfield Drive, Units C & D",Fort Collins,80524,2025-05-01
402R-00717,CHRONIC THERAPY-CORTEZ LLC,None,Retail Marijuana Store,1020 South Broadway Avenue,Cortez,81321,2025-05-01
402R-00002,CLERKS CENTRAL CITY LLC,Central City Cannabis LLC,Retail Marijuana Store,135 Nevada Street,Central City,80427,2025-05-01
402R-00707,CO & RO PARTNERS LLC,JARS Cannabis,Retail Marijuana Store,250 South Main Street,Longmont,80501,2025-05-01
402R-00144,CO-AGRONOMICS LLC,The Green Depot,Retail Marijuana Store,2020 South Broadway,Denver,80210,2025-05-01
402R-01028,COLORADO ALTERNATIVE HEALTH CARE LTD,Colorado Weedery,Retail Marijuana Store,879 Struthers Avenue,Grand Junction,81501,2025-05-01
402R-00695,COLORADO ALTERNATIVE HEALTH CARE LTD,Colorado Weedery,Retail Marijuana Store,"125 Peach Avenue, Unit C",Palisade,81526,2025-05-01
402R-00396,COLORADO CANNABIS COMPANY LLC,Pure Marijuana Dispensary,Retail Marijuana Store,1133 Bannock Street,Denver,80204,2025-05-01
402R-00465,COLORADO CANNABIS COMPANY LLC,Pure Marijuana Dispensary,Retail Marijuana Store,4571 North Ivy Street,Denver,80216,2025-05-01
402R-00179,COLORADO CANNABIS COMPANY LLC,Pure Marijuana Dispensary,Retail Marijuana Store,2553 Sheridan Boulevard,Edgewater,80214,2025-05-01
402R-01000,COLORADO COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,Retail Marijuana Store,3431 South Federal Boulevard Unit G,Englewood,80110,2025-05-01
402R-00822,COLORADO DISTRIBUTING INC,The Dispo,Retail Marijuana Store,893 East Enterprise Drive,Pueblo West,81007,2025-05-01
402R-00673,COLORADO GOLD LLC,Sticky Icky's,Retail Marijuana Store,5341 West Highway 96,Pueblo,81005,2025-05-01
402R-01009,COLORADO GREENS LLC,The Green Horizon,Retail Marijuana Store,739 Horizon Drive Unit B,Grand Junction,81506,2025-05-01
402R-00200,COLORADO KIND CARE LLC,The Village Green Society Cannaboutique,Retail Marijuana Store,2043 16th Street,Boulder,80302,2025-05-01
402R-00899,COLORADO MEDICAL INVESTMENTS LLC,The Dispensary ,Retail Marijuana Store,5744 South Datura Street,Littleton,80120,2025-05-01
402R-00786,COLORADOS KINDEST LLC,None,Retail Marijuana Store,42023 Highway 112,Del Norte,81132,2025-05-01
402R-00724,COLUMBIA CARE CO INC,Medicine Man ,Retail Marijuana Store,500 East Rogers Road,Longmont,80501,2025-05-01
402R-00640,COLUMBIA CARE CO INC,Medicine Man ,Retail Marijuana Store,130 West 84th Avenue,Thornton,80260,2025-05-01
402R-00068,COMPASSIONATE CARE GIVERS INC,Cannabis Station,Retail Marijuana Store,1201 20th Street,Denver,80202,2025-05-01
402R-00070,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,Retail Marijuana Store,"1538 Wazee Street, Suite 100",Denver,80202,2025-05-01
402R-00069,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,Retail Marijuana Store,1233 West Alameda Avenue,Denver,80223,2025-05-01
402R-00203,COMPASSIONATE PAIN MANAGEMENT LLC,Ajoya,Retail Marijuana Store,"1100 West Dillon Road, Suite D3",Louisville,80027,2025-05-01
402R-00703,COMPLETE RELEAF CO LLC,Complete Releaf,Retail Marijuana Store,"1669 Coal Creek Drive, Suite A",Lafayette,80026,2025-05-01
402R-00692,CONSCIOUS CONNEXION LLC,Higher Elevation,Retail Marijuana Store,152 Silver Avenue,Crestone,81131,2025-05-01
402R-00662,CONSCIOUSLY CRAFTED LLC,Hash House,Retail Marijuana Store,302 Pearl Street,Boulder,80302,2025-05-01
402R-00705,CONSCIOUSLY CRAFTED LLC,Verde Natural,Retail Marijuana Store,303 Main Street Front Unit A,Carbondale,81623,2025-05-01
402R-00941,CONSCIOUSLY CRAFTED LLC,Verde Natural,Retail Marijuana Store,755 South Grand Mesa Drive,Cedaredge,81413,2025-05-01
402R-00332,CONSCIOUSLY CRAFTED LLC,Verde Natural,Retail Marijuana Store,730 Main Street,Silt,81652,2025-05-01
402R-00832,CONSCIOUSLY CRAFTED LLC,Verde Natural,Retail Marijuana Store,"45 Snowmass Square, Suite GC-316",Snowmass Village,81615,2025-05-01
402R-00010,CORRIDOR 70 LLC,EverBloom,Retail Marijuana Store,4095 North Jackson Street,Denver,80216,2025-05-01
402R-00763,CORRIDOR 70 LLC,EverBloom,Retail Marijuana Store,10185 West 49th Avenue,Wheat Ridge,80033,2025-05-01
402R-00958,CPM Lakewood LLC,Ajoya Medical Cannabis,Retail Marijuana Store,10590 West Colfax Avenue,Lakewood,80215,2025-05-01
402R-00856,CRAIG CANNABIS INC ,Rocky Mountain Cannabis,Retail Marijuana Store,535 Yampa Avenue  Unit 100 ,Craig,81625,2025-05-01
402R-00205,CRESTED BUTTE INVESTMENTS LLC,The Dispensary,Retail Marijuana Store,"423 Belleview Avenue, Unit 1,",Crested Butte,81224,2025-05-01
402R-00826,CRESTED BUTTE RMC INC,Rocky Mountain Cannabis,Retail Marijuana Store,"322 Belleview Avenue, Suite 101",Crested Butte,81224,2025-05-01
402R-00544,D & D CONSULTING INC,Kaya Cannabis,Retail Marijuana Store,1075 South Fox Street,Denver,80223,2025-05-01
402R-00900,D & D CONSULTING INC,Kaya Cannabis,Retail Marijuana Store,12018 West Jewell Avenue Unit B & C,Lakewood,80228,2025-05-01
402R-00171,D AND C MEDICAL MARIJUANA LLC,Golden Leaf,Retail Marijuana Store,1755 Lincoln Avenue,Steamboat Springs,80487,2025-05-01
402R-00729,DARK HORSE GENETICS LLC,None,Retail Marijuana Store,1110 West Virginia Avenue Unit 1,Denver,80223,2025-05-01
402R-00990,DEAD FLOWERS LLC,None,Retail Marijuana Store,855 Highway 105,Palmer Lake,80133,2025-05-01
402R-00497,DEL MUNDO LLC,Del Mundo Cannabis,Retail Marijuana Store,2394 South Broadway,Denver,80210,2025-05-01
402R-00060,DENCO LLC,None,Retail Marijuana Store,"3480 Park Avenue West, Unit B,",Denver,80216,2025-05-01
402R-00345,DENCO LLC,None,Retail Marijuana Store,5155 East 46th Avenue,Denver,80216,2025-05-01
402R-00063,DENCO LLC,None,Retail Marijuana Store,922 East Kimble Drive,Pueblo West,81007,2025-05-01
402R-00126,DENVER COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,Retail Marijuana Store,"990 West 6th Avenue, Suite 5",Denver,80204,2025-05-01
402R-00999,DENVER COMPASSIONATE CAREGIVERS INC,Rocky Mountain High,Retail Marijuana Store,3360 South Wadsworth Boulevard ,Lakewood,80227,2025-05-01
402R-00167,DENVER PATIENTS GROUP LLC,LivWell,Retail Marijuana Store,2863 Larimer Street,Denver,80205,2025-05-01
402R-00012,DGS INC,The Kind Room,Retail Marijuana Store,1881 South Broadway,Denver,80210,2025-05-01
402R-00746,DINO DISPENSARY LLC,Dino Dispensary,Retail Marijuana Store,800 East 3rd Street ,Dinosaur,81610,2025-05-01
402R-00762,DINOTREATS LLC,DinoTreats,Retail Marijuana Store,102 Tyrannosaurus Triangle,Dinosaur,81610,2025-05-01
402R-00082,DISCOUNT MEDICAL MARIJUANA LLC,High Level Health,Retail Marijuana Store,2028 East Colfax Avenue,Denver,80206,2025-05-01
402R-00936,DISCRETE GREENS LLC,None,Retail Marijuana Store,12170 Claude Court,Northglenn,80241,2025-05-01
402R-00054,DJR COLORADO LLC,High Level Health,Retail Marijuana Store,"1620 Market Street, Suite 5W",Denver,80202,2025-05-01
402R-00026,DKC LLC,Denver Kush Club,Retail Marijuana Store,2615 Welton Street,Denver,80205,2025-05-01
402R-00969,DNS ENTERPRISES LLC,Skunked,Retail Marijuana Store,2683 East 120th Avenue Unit B1,Thornton,80233,2025-05-01
402R-00186,DOPE APOTHEOSIS INC,Police and Thieves,Retail Marijuana Store,399 South Harrison Street,Denver,80209,2025-05-01
402R-00240,DOPE APOTHEOSIS INC,Police and Thieves,Retail Marijuana Store,6302 East Colfax Avenue,Denver,80220,2025-05-01
402R-00586,DOUBLE BROW LLC,Star Buds,Retail Marijuana Store,1750 30th Street Unit 12,Boulder,80301,2025-05-01
402R-00824,DOUBLE BROW LLC,Emerald Fields,Retail Marijuana Store,5190 South Boulder Road,Boulder,80303,2025-05-01
402R-01056,DOUBLE BROW LLC,STAR BUDS,Retail Marijuana Store,560 North 7th Avenue,Brighton,80601,2025-05-01
402R-01104,DOUBLE BROW LLC,Star Buds,Retail Marijuana Store,510 East Pikes Peak Avenue,Colorado Springs,80903,2025-05-01
402R-00458,DOUBLE BROW LLC,Star Buds,Retail Marijuana Store,2675 West 38th Avenue,Denver,80211,2025-05-01
402R-00262,DOUBLE BROW LLC,Star Buds,Retail Marijuana Store,492 South Colorado Boulevard,Glendale,80246,2025-05-01
402R-00986,DOUBLE BROW LLC,Star Buds,Retail Marijuana Store,265 South Wadsworth Boulevard ,Lakewood,80226,2025-05-01
402R-00530,DP & D HOLDINGS LLC,Durango Rec Room,Retail Marijuana Store,"145 East College Drive, Units 1, 2, 3, 4 & 5",Durango,81301,2025-05-01
402R-00255,DP RETAIL 100 LLC,Green Dragon,Retail Marijuana Store,804 South College Avenue,Fort Collins,80524,2025-05-01
402R-00038,DP RETAIL 101 LLC,Green Dragon,Retail Marijuana Store,930 West Byers Place,Denver,80223,2025-05-01
402R-00631,DP RETAIL 102 LLC,Green Dragon,Retail Marijuana Store,5823 East 128th Avenue,Thornton,80602,2025-05-01
402R-00377,DP RETAIL 103 LLC,Green Dragon,Retail Marijuana Store,19151 East Quincy Avenue,Aurora,80015,2025-05-01
402R-00094,DP RETAIL 104 LLC,Green Dragon,Retail Marijuana Store,"2467 Sheridan Boulevard, Unit B",Edgewater,80214,2025-05-01
402R-00174,DP RETAIL 105 LLC,Green Dragon,Retail Marijuana Store,2922 South Glen Avenue,Glenwood Springs,81601,2025-05-01
402R-00107,DP RETAIL 106 LLC,Green Dragon,Retail Marijuana Store,"1795 Airport Road, Unit A3",Breckenridge,80424,2025-05-01
402R-00769,DP RETAIL 107 LLC,Green Dragon,Retail Marijuana Store,1250 North Grant Street,Denver,80203,2025-05-01
402R-00209,DP RETAIL 109 LLC,Green Dragon,Retail Marijuana Store,409 East Hyman Avenue,Aspen,81611,2025-05-01
402R-00663,DP RETAIL 110 LLC,Green Dragon,Retail Marijuana Store,119 West Colorado Avenue,Telluride,81435,2025-05-01
402R-00190,DP RETAIL 111 LLC,Green Dragon,Retail Marijuana Store,"1750 30th Street, Unit 7",Boulder,80301,2025-05-01
402R-00046,DP RETAIL 112 LLC,Green Dragon,Retail Marijuana Store,5130 East Colfax Avenue,Denver,80220,2025-05-01
402R-00387,DP RETAIL 113 LLC,Green Dragon,Retail Marijuana Store,4103 Sheridan Boulevard,Mountain View,80212,2025-05-01
402R-00323,DP RETAIL 114 LLC,Green Dragon,Retail Marijuana Store,15225 East 6th Avenue,Aurora,80011,2025-05-01
402R-00086,DP RETAIL 115 LLC,Green Dragon,Retail Marijuana Store,310 North Saint Paul Street,Denver,80206,2025-05-01
402R-00404,DURANGO ALTERNATIVE LLC,Rocky Mountain High,Retail Marijuana Store,120 East 36th Street,Durango,81301,2025-05-01
402R-00388,DURANGO ORGANICS LLP,DO Cortez,Retail Marijuana Store,1013 East Main Street,Cortez,81321,2025-05-01
402R-00413,DURANGO ORGANICS LLP,DO Crested Butte,Retail Marijuana Store,"310 North Belleview Avenue, Unit 2",Crested Butte,81224,2025-05-01
402R-00683,DURANGO ORGANICS LLP,None,Retail Marijuana Store,37 County Road 232,Durango,81303,2025-05-01
402R-00243,DURANGO ORGANICS LLP,None,Retail Marijuana Store,72 Suttle Street Unit G,Durango,81303,2025-05-01
402R-00096,E2T2 LLC,Cookies Broadway,Retail Marijuana Store,2057 South Broadway,Denver,80210,2025-05-01
402R-00159,EAGLE RIVER INVESTMENTS LLC,Meadows,Retail Marijuana Store,2215 East Mississippi Avenue,Denver,80209,2025-05-01
402R-00690,EARTH SOLUTIONS INC,Canna Cabinet Inc,Retail Marijuana Store,2630 West Pueblo Boulevard Suite A,Pueblo,81004,2025-05-01
402R-00980,EGOZI VENTURES LLC,None,Retail Marijuana Store,2160 South Lipan Street ,Denver,80223,2025-05-01
402R-00083,ELEDONE LLC,Shift Cannabis,Retail Marijuana Store,970 North Lincoln Street,Denver,80203,2025-05-01
402R-00928,ELEVATED RECREATION LLC,None,Retail Marijuana Store,109 Main Street,Romeo,81148,2025-05-01
402R-00885,ELEVATIONS 7888 INC,Dispensary 7884,Retail Marijuana Store,327 Main Street,Antonito,81120,2025-05-01
402R-00369,ELK MOUNTAIN TRADING POST LLC,Elk Mountain Trading Post LLC,Retail Marijuana Store,170 East 3rd Street,De Beque,81630,2025-05-01
402R-00312,EMPIRE DEVELOPMENT INC,Rocky Mountain Cannabis,Retail Marijuana Store,228 Byers Avenue,Fraser,80442,2025-05-01
402R-00970,ERIN COUNTS,Basecamp Cannabis,Retail Marijuana Store,78259 US 40 Unit B,Winter Park,804820594,2025-05-01
402R-00831,EXIT 243 LLC ,Dispensary Exit 243,Retail Marijuana Store,2235 East Idaho Springs Road ,Idaho Springs,80452,2025-05-01
402R-00011,F100 LLC,Fired Cannabis,Retail Marijuana Store,1568 South Federal Boulevard,Denver,80219,2025-05-01
402R-00024,F101 LLC,Fired Cannabis,Retail Marijuana Store,6858 East Evans Avenue,Denver,80224,2025-05-01
402R-00301,F102 LLC,Fired Cannabis,Retail Marijuana Store,10455 East Colfax Avenue,Aurora,80010,2025-05-01
402R-00479,F103 LLC,Fired Cannabis,Retail Marijuana Store,745 East 6th Avenue,Denver,80203,2025-05-01
402R-00187,F104 LLC,Fired Cannabis,Retail Marijuana Store,445 North Federal Boulevard,Denver,80204,2025-05-01
402R-00851,F105 LLC,Fired Cannabis,Retail Marijuana Store,12075 East 40th Avenue,Denver,80239,2025-05-01
402R-00360,F106 LLC,Fired Cannabis,Retail Marijuana Store,1126 South Sheridan Boulevard,Denver,80232,2025-05-01
402R-00421,FARAGOSI FARMS INC,Faragosi Farms,Retail Marijuana Store,118 Santa Fe Trail,Trinidad,81082,2025-05-01
402R-00512,FIDDLER'S GREEN LLC,None,Retail Marijuana Store,402 Palomino Trail,Ridgway,81432,2025-05-01
402R-01025,FIREPLACE BROOMFIELD LLC,Callie's Cannabis Shoppe,Retail Marijuana Store,291 East Flatiron Crossing Drive Unit B,Broomfield,80021,2025-05-01
